date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-06-26,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-06-27,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-06-28,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-01,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-02,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-03,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-05,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-08,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-09,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-10,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-11,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-12,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-15,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-16,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-17,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-18,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-19,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-22,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-23,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
2019-07-24,-0.0231942406387717,0.09571161813651621,-0.03670404855112974,0.059071494472906445,-0.02413217881966326,-0.021649458118164357,0.04113785025519608,0.06046900117390921,0.08400468325045529,-0.3943200738722709,0.15960535271101675
